synthetic_raw_id,synthetic_final_id,nnunet_case_id,source_case_id,generation_run_id,modality,nnunet_channel,raw_source_path,normalized_target_path,nnunet_target_path,output_suffix_scheme,suffix_conversion_action,qc_decision,accepted_for_training,accepted_for_evaluation,pending_review,needs_regeneration
BraTS-MET-00558-000,BraTS-MET-00558-000,BraTSMET_000289,BraTS-MET-00558-000,run_3104668,t1c,0001,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00558-000/BraTS-MET-00558-000-t1c.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00558-000/BraTS-MET-00558-000-t1c.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/imagesTr/BraTSMET_000289_0001.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_evaluation,False,True,False,False
BraTS-MET-00558-000,BraTS-MET-00558-000,BraTSMET_000289,BraTS-MET-00558-000,run_3104668,t2w,0002,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00558-000/BraTS-MET-00558-000-t2w.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00558-000/BraTS-MET-00558-000-t2w.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/imagesTr/BraTSMET_000289_0002.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_evaluation,False,True,False,False
BraTS-MET-00558-000,BraTS-MET-00558-000,BraTSMET_000289,BraTS-MET-00558-000,run_3104668,t2f,0003,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00558-000/BraTS-MET-00558-000-t2f.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00558-000/BraTS-MET-00558-000-t2f.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/imagesTr/BraTSMET_000289_0003.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_evaluation,False,True,False,False
BraTS-MET-00558-000,BraTS-MET-00558-000,BraTSMET_000289,BraTS-MET-00558-000,run_3104668,seg,label,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00558-000/BraTS-MET-00558-000-seg.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00558-000/BraTS-MET-00558-000-seg.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/labelsTr/BraTSMET_000289.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_evaluation,False,True,False,False
BraTS-MET-00559-000,BraTS-MET-00559-000,BraTSMET_000290,BraTS-MET-00559-000,run_3104668,t1n,0000,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00559-000/BraTS-MET-00559-000-t1n.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00559-000/BraTS-MET-00559-000-t1n.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/imagesTs/BraTSMET_000290_0000.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_evaluation,False,True,False,False
BraTS-MET-00559-000,BraTS-MET-00559-000,BraTSMET_000290,BraTS-MET-00559-000,run_3104668,t1c,0001,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00559-000/BraTS-MET-00559-000-t1c.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00559-000/BraTS-MET-00559-000-t1c.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/imagesTs/BraTSMET_000290_0001.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_evaluation,False,True,False,False
BraTS-MET-00559-000,BraTS-MET-00559-000,BraTSMET_000290,BraTS-MET-00559-000,run_3104668,t2w,0002,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00559-000/BraTS-MET-00559-000-t2w.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00559-000/BraTS-MET-00559-000-t2w.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/imagesTs/BraTSMET_000290_0002.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_evaluation,False,True,False,False
BraTS-MET-00559-000,BraTS-MET-00559-000,BraTSMET_000290,BraTS-MET-00559-000,run_3104668,t2f,0003,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00559-000/BraTS-MET-00559-000-t2f.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00559-000/BraTS-MET-00559-000-t2f.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/imagesTs/BraTSMET_000290_0003.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_evaluation,False,True,False,False
BraTS-MET-00559-000,BraTS-MET-00559-000,BraTSMET_000290,BraTS-MET-00559-000,run_3104668,seg,label,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00559-000/BraTS-MET-00559-000-seg.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00559-000/BraTS-MET-00559-000-seg.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/labelsTs/BraTSMET_000290.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_evaluation,False,True,False,False
BraTS-MET-00559-001,BraTS-MET-00559-001,BraTSMET_000291,BraTS-MET-00559-001,run_3104668,t1n,0000,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00559-001/BraTS-MET-00559-001-t1n.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00559-001/BraTS-MET-00559-001-t1n.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/imagesTs/BraTSMET_000291_0000.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_evaluation,False,True,False,False
BraTS-MET-00559-001,BraTS-MET-00559-001,BraTSMET_000291,BraTS-MET-00559-001,run_3104668,t1c,0001,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00559-001/BraTS-MET-00559-001-t1c.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00559-001/BraTS-MET-00559-001-t1c.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/imagesTs/BraTSMET_000291_0001.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_evaluation,False,True,False,False
BraTS-MET-00559-001,BraTS-MET-00559-001,BraTSMET_000291,BraTS-MET-00559-001,run_3104668,t2w,0002,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00559-001/BraTS-MET-00559-001-t2w.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00559-001/BraTS-MET-00559-001-t2w.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/imagesTs/BraTSMET_000291_0002.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_evaluation,False,True,False,False
BraTS-MET-00559-001,BraTS-MET-00559-001,BraTSMET_000291,BraTS-MET-00559-001,run_3104668,t2f,0003,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00559-001/BraTS-MET-00559-001-t2f.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00559-001/BraTS-MET-00559-001-t2f.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/imagesTs/BraTSMET_000291_0003.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_evaluation,False,True,False,False
BraTS-MET-00559-001,BraTS-MET-00559-001,BraTSMET_000291,BraTS-MET-00559-001,run_3104668,seg,label,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00559-001/BraTS-MET-00559-001-seg.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00559-001/BraTS-MET-00559-001-seg.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/labelsTs/BraTSMET_000291.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_evaluation,False,True,False,False
BraTS-MET-00559-003,BraTS-MET-00559-003,BraTSMET_000293,BraTS-MET-00559-003,run_3104668,t1n,0000,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00559-003/BraTS-MET-00559-003-t1n.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00559-003/BraTS-MET-00559-003-t1n.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/imagesTs/BraTSMET_000293_0000.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_evaluation,False,True,False,False
BraTS-MET-00559-003,BraTS-MET-00559-003,BraTSMET_000293,BraTS-MET-00559-003,run_3104668,t1c,0001,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00559-003/BraTS-MET-00559-003-t1c.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00559-003/BraTS-MET-00559-003-t1c.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/imagesTs/BraTSMET_000293_0001.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_evaluation,False,True,False,False
BraTS-MET-00559-003,BraTS-MET-00559-003,BraTSMET_000293,BraTS-MET-00559-003,run_3104668,t2w,0002,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00559-003/BraTS-MET-00559-003-t2w.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00559-003/BraTS-MET-00559-003-t2w.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/imagesTs/BraTSMET_000293_0002.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_evaluation,False,True,False,False
BraTS-MET-00559-003,BraTS-MET-00559-003,BraTSMET_000293,BraTS-MET-00559-003,run_3104668,t2f,0003,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00559-003/BraTS-MET-00559-003-t2f.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00559-003/BraTS-MET-00559-003-t2f.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/imagesTs/BraTSMET_000293_0003.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_evaluation,False,True,False,False
BraTS-MET-00559-003,BraTS-MET-00559-003,BraTSMET_000293,BraTS-MET-00559-003,run_3104668,seg,label,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00559-003/BraTS-MET-00559-003-seg.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00559-003/BraTS-MET-00559-003-seg.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/labelsTs/BraTSMET_000293.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_evaluation,False,True,False,False
BraTS-MET-00559-004,BraTS-MET-00559-004,BraTSMET_000294,BraTS-MET-00559-004,run_3104668,t1n,0000,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00559-004/BraTS-MET-00559-004-t1n.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00559-004/BraTS-MET-00559-004-t1n.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/imagesTs/BraTSMET_000294_0000.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_evaluation,False,True,False,False
BraTS-MET-00559-004,BraTS-MET-00559-004,BraTSMET_000294,BraTS-MET-00559-004,run_3104668,t1c,0001,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00559-004/BraTS-MET-00559-004-t1c.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00559-004/BraTS-MET-00559-004-t1c.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/imagesTs/BraTSMET_000294_0001.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_evaluation,False,True,False,False
BraTS-MET-00559-004,BraTS-MET-00559-004,BraTSMET_000294,BraTS-MET-00559-004,run_3104668,t2w,0002,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00559-004/BraTS-MET-00559-004-t2w.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00559-004/BraTS-MET-00559-004-t2w.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/imagesTs/BraTSMET_000294_0002.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_evaluation,False,True,False,False
BraTS-MET-00559-004,BraTS-MET-00559-004,BraTSMET_000294,BraTS-MET-00559-004,run_3104668,t2f,0003,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00559-004/BraTS-MET-00559-004-t2f.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00559-004/BraTS-MET-00559-004-t2f.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/imagesTs/BraTSMET_000294_0003.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_evaluation,False,True,False,False
BraTS-MET-00559-004,BraTS-MET-00559-004,BraTSMET_000294,BraTS-MET-00559-004,run_3104668,seg,label,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00559-004/BraTS-MET-00559-004-seg.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00559-004/BraTS-MET-00559-004-seg.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/labelsTs/BraTSMET_000294.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_evaluation,False,True,False,False
BraTS-MET-00560-000,BraTS-MET-00560-000,BraTSMET_000295,BraTS-MET-00560-000,run_3104668,t1n,0000,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00560-000/BraTS-MET-00560-000-t1n.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00560-000/BraTS-MET-00560-000-t1n.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/imagesTr/BraTSMET_000295_0000.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_training,True,False,False,False
BraTS-MET-00560-000,BraTS-MET-00560-000,BraTSMET_000295,BraTS-MET-00560-000,run_3104668,t1c,0001,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00560-000/BraTS-MET-00560-000-t1c.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00560-000/BraTS-MET-00560-000-t1c.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/imagesTr/BraTSMET_000295_0001.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_training,True,False,False,False
BraTS-MET-00560-000,BraTS-MET-00560-000,BraTSMET_000295,BraTS-MET-00560-000,run_3104668,t2w,0002,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00560-000/BraTS-MET-00560-000-t2w.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00560-000/BraTS-MET-00560-000-t2w.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/imagesTr/BraTSMET_000295_0002.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_training,True,False,False,False
BraTS-MET-00560-000,BraTS-MET-00560-000,BraTSMET_000295,BraTS-MET-00560-000,run_3104668,t2f,0003,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00560-000/BraTS-MET-00560-000-t2f.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00560-000/BraTS-MET-00560-000-t2f.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/imagesTr/BraTSMET_000295_0003.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_training,True,False,False,False
BraTS-MET-00560-000,BraTS-MET-00560-000,BraTSMET_000295,BraTS-MET-00560-000,run_3104668,seg,label,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00560-000/BraTS-MET-00560-000-seg.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00560-000/BraTS-MET-00560-000-seg.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/labelsTr/BraTSMET_000295.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_training,True,False,False,False
BraTS-MET-00561-000,BraTS-MET-00561-000,BraTSMET_000296,BraTS-MET-00561-000,run_3104668,t1n,0000,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G1/results/missing_t2w_completion/run_3104668/BraTS-MET-00561-000/BraTS-MET-00561-000-t1n.nii.gz,work_space/G2/results/synthetic_normalized/BraTS-MET-00561-000/BraTS-MET-00561-000-t1n.nii.gz,nnunet_raw/Dataset261_BraTS2026_MET_RealSynth/imagesTr/BraTSMET_000296_0000.nii.gz,native_2026,keep_native_2026_suffix,accepted_for_training,True,False,False,False
