review_order,review_batch,source_case_id,mandatory_reasons,has_rc,tiny_count,small_count,large_count,min_tumour_ssim,mean_support_ssim,artifact_flags,montage_path,manual_decision,risk_accepted,risk_code,manual_observation
11,1,BraTS-MET-00167-000,artifact;large;tiled;tiny,False,1,0,3,0.6722393824390454,0.3039393133337353,extreme_zscore_signal;large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00167-000.png,,,,
12,1,BraTS-MET-01191-004,artifact;large;rc;tiled,True,0,0,1,0.6784931389066855,0.04056502326511978,extreme_zscore_signal;large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01191-004.png,,,,
13,2,BraTS-MET-00175-000,artifact;large;tiled;tiny,False,2,0,1,0.7462201918328191,0.48489708900153106,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00175-000.png,,,,
14,2,BraTS-MET-01172-001,artifact;large;rc;tiled,True,0,0,2,0.7701015523830465,0.2650801949158822,extreme_zscore_signal;large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01172-001.png,,,,
15,2,BraTS-MET-01301-000,artifact;large;tiled;tiny,False,2,1,1,0.7826594799879113,0.4177395320804992,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01301-000.png,,,,
16,2,BraTS-MET-00147-000,artifact;large;tiled;tiny,False,1,0,1,0.7919836759998499,0.5529620271845169,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00147-000.png,,,,
17,2,BraTS-MET-00016-000,artifact;large;tiled;tiny,False,4,0,4,0.7999616006347072,0.3309676902934358,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00016-000.png,,,,
18,2,BraTS-MET-00019-000,artifact;large;tiled;tiny,False,2,0,3,0.8559746768661404,0.4251487982380189,extreme_zscore_signal;large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00019-000.png,,,,
19,2,BraTS-MET-01172-002,artifact;large;rc;tiled,True,0,0,2,0.8654960819024451,0.6114532162685112,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01172-002.png,,,,
20,2,BraTS-MET-00006-000,artifact;large;tiled;tiny,False,1,7,3,0.8657335615993716,0.5689681025079294,extreme_zscore_signal;large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00006-000.png,,,,
21,2,BraTS-MET-00299-000,artifact;large;tiled;tiny,False,2,0,4,0.8721109706823833,0.49127437876065355,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00299-000.png,,,,
22,2,BraTS-MET-01284-000,artifact;large;tiled;tiny,False,7,15,13,0.8767449126514815,0.5791318558692898,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01284-000.png,,,,
23,2,BraTS-MET-00200-000,artifact;large;tiled;tiny,False,12,10,10,0.8901486873958906,0.6225105953465273,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00200-000.png,,,,
24,2,BraTS-MET-00014-000,artifact;large;tiled;tiny,False,4,33,8,0.8923257429734172,0.6293059482410885,extreme_zscore_signal;large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00014-000.png,,,,
25,3,BraTS-MET-01181-001,artifact;large;rc;tiled,True,0,0,4,0.8940621209237394,0.6700755796795336,extreme_zscore_signal;large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01181-001.png,,,,
26,3,BraTS-MET-00022-000,artifact;large;tiled;tiny,False,1,5,25,0.895769357902525,0.653672365181377,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00022-000.png,,,,
27,3,BraTS-MET-00613-001,artifact;large;tiled;tiny,False,3,2,1,0.9087845751788847,0.5515223773391291,high_frequency_shift;large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00613-001.png,,,,
28,3,BraTS-MET-00380-000,artifact;large;tiled;tiny,False,3,0,2,0.9171427397726136,0.7287900088785693,extreme_zscore_signal;large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00380-000.png,,,,
29,3,BraTS-MET-00133-000,artifact;large;tiled;tiny,False,2,3,7,0.9268782889449757,0.7350525366328884,extreme_zscore_signal;large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00133-000.png,,,,
30,3,BraTS-MET-01181-002,artifact;large;rc;tiled,True,0,0,5,0.9288360271340829,0.778076837573336,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01181-002.png,,,,
31,3,BraTS-MET-00214-000,artifact;large;tiled;tiny,False,16,3,2,0.9347112610884837,0.8060557869353114,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00214-000.png,,,,
32,3,BraTS-MET-00663-000,artifact;large;tiled;tiny,False,4,5,10,0.9418938922920735,0.7659548256021269,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00663-000.png,,,,
33,3,BraTS-MET-00799-000,artifact;large;tiled;tiny,False,1,3,2,0.9443793661696587,0.809244211314445,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00799-000.png,,,,
34,3,BraTS-MET-01270-001,artifact;large;tiled;tiny,False,3,3,4,0.9533206687807976,0.8214488854592075,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01270-001.png,,,,
35,3,BraTS-MET-01105-001,artifact;large;rc;tiled,True,0,1,1,0.9537422553208522,0.8152975159652007,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01105-001.png,,,,
36,3,BraTS-MET-01105-002,artifact;large;rc;tiled,True,0,1,1,0.9621980286239697,0.8450469922776345,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01105-002.png,,,,
37,4,BraTS-MET-01119-003,artifact;large;tiled;tiny,False,2,3,7,0.9756241204537689,0.9091663499708734,extreme_zscore_signal;large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01119-003.png,,,,
38,4,BraTS-MET-00807-000,artifact;large;tiled;tiny,False,11,9,4,0.9791939416113192,0.9009934874154336,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00807-000.png,,,,
39,4,BraTS-MET-01331-002,artifact;large;tiled;tiny,False,4,0,1,0.9797466093662073,0.9311323450215103,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01331-002.png,,,,
40,4,BraTS-MET-01119-001,artifact;large;tiled;tiny,False,2,2,6,0.9810957457134354,0.9407933903459026,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01119-001.png,,,,
41,4,BraTS-MET-01284-002,artifact;large;tiled;tiny,False,5,5,6,0.9873352675481987,0.944532813925834,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01284-002.png,,,,
42,4,BraTS-MET-01119-000,artifact;large;tiled;tiny,False,1,2,5,0.987721664930348,0.9582224822247345,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01119-000.png,,,,
43,4,BraTS-MET-01351-002,artifact;large;tiled;tiny,False,112,25,3,0.9886493846469928,0.9410387008566791,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01351-002.png,,,,
44,4,BraTS-MET-01270-002,artifact;large;tiled;tiny,False,4,3,2,0.9886780818861776,0.9542814981685915,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01270-002.png,,,,
45,4,BraTS-MET-00162-000,artifact;large;tiled;tiny,False,3,3,2,0.9899052579499916,0.9522126026566099,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00162-000.png,,,,
46,4,BraTS-MET-01187-000,artifact;large;tiled;tiny,False,6,1,2,0.9940379493051973,0.9703380444349068,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01187-000.png,,,,
47,4,BraTS-MET-01270-003,artifact;large;tiled;tiny,False,8,1,2,0.9956955584054659,0.9770463384684909,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01270-003.png,,,,
48,4,BraTS-MET-01351-000,artifact;large;tiled;tiny,False,1,1,1,0.9971060754042934,0.9864801290198281,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01351-000.png,,,,
49,5,BraTS-MET-01310-001,artifact;low_score;tiny,False,1,0,0,0.01447558404123854,0.13747421571647062,boundary_gradient_shift,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01310-001.png,,,,
50,5,BraTS-MET-00572-000,artifact;large;low_score,False,0,0,1,0.22215790355280546,0.06185912000154256,high_frequency_shift;z_continuity_shift,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00572-000.png,,,,
51,5,BraTS-MET-01109-003,artifact;low_score;tiny,False,1,0,0,0.23232479020953178,0.16934813264680307,z_continuity_shift,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01109-003.png,,,,
52,5,BraTS-MET-00264-000,artifact;large;tiled,False,0,0,1,0.4791223560105054,0.08093192384483772,extreme_zscore_signal;large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00264-000.png,,,,
53,5,BraTS-MET-01058-001,artifact;large;tiled,False,0,0,1,0.5021284229735089,0.07383955872506603,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01058-001.png,,,,
54,5,BraTS-MET-00195-000,artifact;large;tiled,False,0,0,1,0.5284337925408423,0.06356226390591722,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00195-000.png,,,,
55,5,BraTS-MET-00300-000,artifact;large;tiled,False,0,0,1,0.5574855800057833,0.07284388273114191,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00300-000.png,,,,
56,5,BraTS-MET-00268-000,artifact;large;tiled,False,0,0,1,0.5613990915810979,0.09294487233385866,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00268-000.png,,,,
57,5,BraTS-MET-00180-000,artifact;large;tiled,False,0,0,1,0.5728424615531605,0.08790107290727908,extreme_zscore_signal;large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00180-000.png,,,,
58,5,BraTS-MET-01149-000,artifact;large;tiled,False,0,0,1,0.5762522525040625,0.05119975699799519,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01149-000.png,,,,
59,5,BraTS-MET-00129-000,artifact;large;tiled,False,0,0,2,0.5962898507917485,0.11858846212418936,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00129-000.png,,,,
60,5,BraTS-MET-00194-000,artifact;large;tiled,False,0,0,1,0.6020610611006076,0.06646521638663888,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00194-000.png,,,,
61,6,BraTS-MET-00009-000,artifact;large;tiled,False,0,0,1,0.6115743779055,0.07366215704303432,extreme_zscore_signal;large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00009-000.png,,,,
62,6,BraTS-MET-00292-000,artifact;large;tiled,False,0,0,2,0.7627542738156231,0.39797962121756314,extreme_zscore_signal;large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00292-000.png,,,,
63,6,BraTS-MET-00025-000,artifact;large;tiled,False,0,0,2,0.8595061048124515,0.6997690349418131,extreme_zscore_signal;large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00025-000.png,,,,
64,6,BraTS-MET-00202-000,artifact;large;tiled,False,0,2,5,0.8811789652237825,0.6827343615337587,extreme_zscore_signal;large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00202-000.png,,,,
65,6,BraTS-MET-00552-000,artifact;large;tiled,False,0,0,2,0.8875769736084409,0.6866436540825701,extreme_zscore_signal;large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00552-000.png,,,,
66,6,BraTS-MET-00625-000,artifact;tiled;tiny,False,2,1,0,0.9012124910916102,0.7109664424082403,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00625-000.png,,,,
67,6,BraTS-MET-01060-001,artifact;large;tiled,False,0,2,1,0.9126053983834332,0.7675579933769778,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01060-001.png,,,,
68,6,BraTS-MET-00137-000,artifact;tiled;tiny,False,6,1,0,0.9152139168030151,0.5889528040640479,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00137-000.png,,,,
69,6,BraTS-MET-00682-000,artifact;large;tiled,False,0,3,6,0.9412650482975261,0.7728020456239731,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00682-000.png,,,,
70,6,BraTS-MET-01180-003,artifact;large;tiled,False,0,1,1,0.9492367671359325,0.8452780833733837,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01180-003.png,,,,
71,6,BraTS-MET-00613-000,artifact;large;tiled,False,0,2,1,0.9632677182663899,0.8654883691832762,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00613-000.png,,,,
72,6,BraTS-MET-00577-001,artifact;large;tiled,False,0,3,2,0.9854091697036645,0.9453174098660576,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00577-001.png,,,,
73,7,BraTS-MET-00796-000,artifact;large;tiled,False,0,1,2,0.986044152574104,0.9496293415838588,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00796-000.png,,,,
74,7,BraTS-MET-01109-001,artifact;tiled;tiny,False,2,3,0,0.9961822106832553,0.9840787035141638,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01109-001.png,,,,
75,7,BraTS-MET-01217-000,artifact;tiled;tiny,False,6,4,0,0.9974230612799794,0.985835131697941,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01217-000.png,,,,
76,7,BraTS-MET-01109-002,artifact;tiled;tiny,False,4,0,0,0.9985681199830039,0.9902134192771849,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01109-002.png,,,,
77,7,BraTS-MET-01351-003,artifact;tiled;tiny,False,22,0,0,0.9989310248031019,0.9916480025314554,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01351-003.png,,,,
78,7,BraTS-MET-01301-001,artifact;low_score,False,0,1,0,-0.0037534146091123453,0.09161559200605808,high_frequency_shift;z_continuity_shift,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01301-001.png,,,,
79,7,BraTS-MET-01134-000,large;low_score,False,0,0,1,0.1021089266245271,0.15052907683902267,,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01134-000.png,,,,
80,7,BraTS-MET-01310-002,low_score;tiny,False,1,0,0,0.19893266757329306,0.1976772363192118,,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01310-002.png,,,,
81,7,BraTS-MET-01096-001,large;low_score,False,0,0,1,0.2928951699171967,0.10700679288933382,,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01096-001.png,,,,
82,7,BraTS-MET-00787-000,artifact;tiled,False,0,5,0,0.9906907514926528,0.9498359891633952,large_tiled_support,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00787-000.png,,,,
83,7,BraTS-MET-01117-002,low_score,False,0,1,0,0.26960807976652945,0.14339357179477014,,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01117-002.png,,,,
84,7,BraTS-MET-01096-000,large,False,0,0,1,0.3270958527114326,0.12032747326720641,,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01096-000.png,,,,
