synthetic_raw_id,approved_for_training,approved_for_evaluation,reviewer,reason,cleared_review_reasons
BraTS-MET-00630-002,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00631-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00633-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00634-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00635-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00635-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00636-000,false,true,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00636-001,false,true,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00637-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00638-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00638-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00639-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00639-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00639-002,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00639-003,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00640-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00641-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00641-002,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00642-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00643-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00644-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00644-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00645-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00646-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00647-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00648-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00648-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00650-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00653-003,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00653-004,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00653-005,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00653-006,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00654-000,false,true,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00654-001,false,true,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00655-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00656-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00656-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00657-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00658-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00658-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00658-002,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00659-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00660-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00661-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00663-001,false,true,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00663-002,false,true,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00663-003,false,true,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00663-004,false,true,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00664-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00664-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00665-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00666-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00667-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00668-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00669-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00670-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00671-000,false,true,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00672-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00673-000,false,true,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00674-000,false,true,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00675-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00676-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00677-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00678-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00679-000,false,true,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00680-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00681-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00682-001,false,true,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00683-000,false,true,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00684-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00684-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00686-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00687-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00688-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00689-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00689-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00690-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00691-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00691-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00692-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00694-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
