synthetic_raw_id,synthetic_final_id,source_case_id,generation_run_id,generator_name,generator_checkpoint,modality,label_kind,label_channels,rc_policy,noise_type,sampling_method,sampling_steps,eta,crop_size,seed,roi_bbox_available,roi_x_min,roi_x_max,roi_y_min,roi_y_max,roi_z_min,roi_z_max,roi_volume_voxels,lesion_voxels_in_roi,lesion_inside_roi_ratio,nonroi_change_ratio,protected_source_change_ratio,source_seg_change_ratio,brain_mask_overlap_ratio,roi_boundary_mae,roi_boundary_gradient_jump,roi_boundary_p95_jump,z_continuity_score,z_area_smoothness,z_intensity_smoothness,intensity_drift_p1,intensity_drift_p50,intensity_drift_p99,artifact_block_score,et_t1c_contrast_ratio,snfh_t2f_contrast_ratio,snfh_t2w_contrast_ratio,cross_modality_roi_corr,label_modality_alignment_score,source_synth_roi_ssim,label_source_seg_dice,teacher_model,teacher_lesion_count_diff,manual_visual_score,quality_grade,diffusion_quality_decision,diffusion_quality_reason
BraTS-MET-00561-001,BraTS-MET-00561-001,BraTS-MET-00561-001,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,60,198,39,214,40,111,1714650,10724,1.0,,0.0,0.0,1.0,,,,0.822189062833786,0.7162676453590393,0.9281104803085327,,,,,1.431092381477356,1.0564844608306885,1.0174214839935303,-0.020552094758010713,1.1683327754338582,,0.6604209605895947,not_run,,,A,accepted_for_training,
BraTS-MET-00561-002,BraTS-MET-00561-002,BraTS-MET-00561-002,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,96,197,41,133,14,76,576104,25762,1.0,,0.0,0.0,1.0,,,,0.8662478625774384,0.8077858686447144,0.9247098565101624,,,,,2.060316562652588,0.9499014616012573,0.9642074108123779,0.03037746244458987,1.3248084783554077,,0.336218031516404,not_run,,,A,accepted_for_training,
BraTS-MET-00562-000,BraTS-MET-00562-000,BraTS-MET-00562-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,157,249,102,226,24,61,422096,17451,1.0,,0.0,0.0,1.0,,,,0.8183966875076294,0.7100591659545898,0.926734209060669,,,,,1.887171983718872,0.9449949264526367,0.9672174453735352,-0.10404823471209847,1.266461451848348,,0.26608375974961496,not_run,,,A,accepted_for_training,
BraTS-MET-00563-000,BraTS-MET-00563-000,BraTS-MET-00563-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,105,114,91,99,8,16,576,430,1.0,,0.0,0.0,1.0,,,,0.7219716310501099,0.5733333230018616,0.8706099390983582,,,,,1.248903751373291,1.1296312808990479,1.1152476072311401,0.3936493897381416,1.1645942131678264,,0.6870229007633588,not_run,,,A,accepted_for_training,
BraTS-MET-00564-000,BraTS-MET-00564-000,BraTS-MET-00564-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,90,174,63,185,17,86,707112,1058,1.0,,0.0,0.0,1.0,,,,0.6778343319892883,0.5060162544250488,0.8496524095535278,,,,,1.21567964553833,1.165933609008789,1.0852590799331665,0.14970428947215705,1.1556241114934285,,0.3246239113222486,not_run,,,A,accepted_for_training,
BraTS-MET-00565-000,BraTS-MET-00565-000,BraTS-MET-00565-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,126,145,173,189,63,78,4560,4163,1.0,,0.0,0.0,1.0,,,,0.8716054856777191,0.7745088934898376,0.9687020778656006,,,,,1.6163219213485718,1.36854887008667,1.0822250843048096,0.16522821378605734,1.3556986252466838,,0.5423669467787114,not_run,,,A,accepted_for_training,
BraTS-MET-00566-000,BraTS-MET-00566-000,BraTS-MET-00566-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,69,181,54,175,20,83,853776,11182,1.0,,0.0,0.0,1.0,,,,0.7308479845523834,0.5855631828308105,0.8761327862739563,,,,,2.0333244800567627,1.046791434288025,1.024936318397522,0.04615450764609912,1.3683507442474365,,0.25130971929001483,not_run,,,A,accepted_for_evaluation,
BraTS-MET-00567-000,BraTS-MET-00567-000,BraTS-MET-00567-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,71,212,69,237,47,78,734328,147,1.0,,0.0,0.0,1.0,,,,0.6000377833843231,0.42602044343948364,0.7740551233291626,,,,,1.2858678102493286,,,0.10649806143645413,1.2858678102493286,,1.0,not_run,,,A,accepted_for_training,
BraTS-MET-00568-000,BraTS-MET-00568-000,BraTS-MET-00568-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,147,268,115,249,15,71,907984,23984,1.0,,0.0,0.0,1.0,,,,0.7489978671073914,0.552267849445343,0.9457278847694397,,,,,2.1568851470947266,1.4470642805099487,1.2972338199615479,0.5150834878058109,1.633727749188741,,0.20921376838647054,not_run,,,A,accepted_for_training,
BraTS-MET-00568-001,BraTS-MET-00568-001,BraTS-MET-00568-001,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,133,274,111,257,18,70,1070472,28352,1.0,,0.0,0.0,1.0,,,,0.8012460470199585,0.649158239364624,0.953333854675293,,,,,2.1518025398254395,1.313035011291504,1.264367699623108,0.29410046910812637,1.5764017502466838,,0.34778554778554777,not_run,,,A,accepted_for_training,
BraTS-MET-00569-000,BraTS-MET-00569-000,BraTS-MET-00569-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,92,190,70,181,23,84,663558,2313,1.0,,0.0,0.0,1.0,,,,0.7458425760269165,0.5791733264923096,0.9125118255615234,,,,,1.4110338687896729,1.0653589963912964,1.0913312435150146,-0.03340589884580022,1.1892413695653279,,0.47928994082840237,not_run,,,A,accepted_for_training,
BraTS-MET-00569-001,BraTS-MET-00569-001,BraTS-MET-00569-001,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,75,183,34,164,37,101,898560,2182,1.0,,0.0,0.0,1.0,,,,0.6963034570217133,0.5445265173912048,0.8480803966522217,,,,,1.5113301277160645,1.1005603075027466,1.0423015356063843,-0.1235187103060309,1.2180639902750652,,0.5121036481418343,not_run,,,A,accepted_for_training,
BraTS-MET-00570-000,BraTS-MET-00570-000,BraTS-MET-00570-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,75,89,61,76,24,32,1680,15659,1.0,,0.0,0.0,1.0,,,,0.7655127048492432,0.6685159206390381,0.8625094890594482,,,,,2.1771023273468018,0.9097892642021179,0.8957101106643677,0.21002578589937762,1.3275339007377625,,0.09998179942971547,not_run,,,A,accepted_for_training,
BraTS-MET-00571-000,BraTS-MET-00571-000,BraTS-MET-00571-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,76,203,67,104,34,53,89281,995,1.0,,0.0,0.0,1.0,,,,0.7078849673271179,0.5482063293457031,0.8675636053085327,,,,,1.5191566944122314,1.240138292312622,1.3105849027633667,-0.11654008753631694,1.3566266298294067,,0.8040865384615384,not_run,,,A,accepted_for_training,
BraTS-MET-00573-000,BraTS-MET-00573-000,BraTS-MET-00573-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,228,234,137,142,22,24,60,38,1.0,,0.0,0.0,1.0,,,,0.6919644474983215,0.8947368264198303,0.48919206857681274,,,,,1.3145588636398315,,,0.24783413961479098,1.3145588636398315,,1.0,not_run,,,A,accepted_for_training,
BraTS-MET-00574-000,BraTS-MET-00574-000,BraTS-MET-00574-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,57,163,62,142,66,109,364640,285,1.0,,0.0,0.0,1.0,,,,0.7915686070919037,0.6578512191772461,0.9252859950065613,,,,,1.4539815187454224,1.0887619256973267,1.0154601335525513,0.09234805396279082,1.1860678593317668,,0.8712871287128713,not_run,,,A,accepted_for_training,
BraTS-MET-00575-000,BraTS-MET-00575-000,BraTS-MET-00575-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,208,223,90,300,52,58,18900,571,1.0,,0.0,0.0,1.0,,,,0.74528968334198,0.5733800530433655,0.9171993136405945,,,,,1.349605917930603,,,-0.0941273318318681,1.349605917930603,,1.0,not_run,,,A,accepted_for_training,
BraTS-MET-00576-000,BraTS-MET-00576-000,BraTS-MET-00576-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,81,228,56,202,40,74,729708,825,1.0,,0.0,0.0,1.0,,,,0.6992916464805603,0.5037432909011841,0.8948400020599365,,,,,1.455857276916504,1.1827201843261719,1.0962066650390625,0.09394954281703516,1.2449280420939128,,0.75,not_run,,,A,accepted_for_evaluation,
BraTS-MET-00577-000,BraTS-MET-00577-000,BraTS-MET-00577-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,82,131,77,187,37,56,102410,636,1.0,,0.0,0.0,1.0,,,,0.7576442658901215,0.6064978837966919,0.908790647983551,,,,,1.2358644008636475,1.2265760898590088,1.0658665895462036,-0.0038517134182192805,1.1761023600896199,,0.9417637271214643,not_run,,,A,accepted_for_evaluation,
BraTS-MET-00577-002,BraTS-MET-00577-002,BraTS-MET-00577-002,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,87,149,65,243,44,57,143468,5248,1.0,,0.0,0.0,1.0,,,,0.564938873052597,0.26205289363861084,0.8678248524665833,,,,,1.7739194631576538,0.9876537919044495,1.047066330909729,0.07341928196410899,1.2695465286572774,,0.2182991003225259,not_run,,,A,accepted_for_evaluation,
BraTS-MET-00578-000,BraTS-MET-00578-000,BraTS-MET-00578-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,77,161,58,176,50,98,475776,1234,1.0,,0.0,0.0,1.0,,,,0.7160866856575012,0.6074379682540894,0.8247354030609131,,,,,1.6442493200302124,1.0718072652816772,1.0185277462005615,-0.11670977599942202,1.2448614438374836,,0.4546023794614903,not_run,,,A,accepted_for_training,
BraTS-MET-00579-000,BraTS-MET-00579-000,BraTS-MET-00579-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,75,174,65,182,13,90,891891,20370,1.0,,0.0,0.0,1.0,,,,0.8896515965461731,0.8226897716522217,0.9566134214401245,,,,,1.6738301515579224,1.0834338665008545,1.0180391073226929,0.24486044567676565,1.2584343751271565,,0.4578696343402226,not_run,,,A,accepted_for_training,
BraTS-MET-00580-001,BraTS-MET-00580-001,BraTS-MET-00580-001,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,141,250,112,228,32,70,480472,10539,1.0,,0.0,0.0,1.0,,,,0.7766558229923248,0.6109784245491028,0.9423332214355469,,,,,1.7758677005767822,1.170655369758606,1.216307520866394,-0.030734832887053993,1.3876101970672607,,0.31281517649883933,not_run,,,A,accepted_for_training,
BraTS-MET-00580-002,BraTS-MET-00580-002,BraTS-MET-00580-002,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,103,210,57,182,33,85,695500,19222,1.0,,0.0,0.0,1.0,,,,0.7752419412136078,0.6369886994361877,0.9134951829910278,,,,,1.712461233139038,0.9245456457138062,0.9371800422668457,-0.021981147533142825,1.19139564037323,,0.19545625234697708,not_run,,,A,accepted_for_training,
BraTS-MET-00582-000,BraTS-MET-00582-000,BraTS-MET-00582-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,67,198,50,141,21,73,619892,31927,1.0,,0.0,0.0,1.0,,,,0.8444675207138062,0.7294338345527649,0.9595012068748474,,,,,2.2773211002349854,1.0479484796524048,0.9900102019309998,0.13479367157182673,1.4384265939394634,,0.3427028991149524,not_run,,,A,accepted_for_training,
BraTS-MET-00584-000,BraTS-MET-00584-000,BraTS-MET-00584-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,125,167,116,159,30,97,121002,32527,1.0,,0.0,0.0,1.0,,,,0.7780749797821045,0.6406354308128357,0.9155145287513733,,,,,2.144528865814209,1.1010066270828247,1.046976923942566,0.415722057618964,1.4308374722798665,,0.11196888785697702,not_run,,,A,accepted_for_training,
BraTS-MET-00585-000,BraTS-MET-00585-000,BraTS-MET-00585-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,70,187,38,176,22,97,1210950,4675,1.0,,0.0,0.0,1.0,,,,0.7817988395690918,0.660210132598877,0.9033875465393066,,,,,1.5430028438568115,1.1778355836868286,1.025567889213562,0.01979530360765401,1.2488021055857341,,0.8364858138377302,not_run,,,A,accepted_for_evaluation,
BraTS-MET-00586-000,BraTS-MET-00586-000,BraTS-MET-00586-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,240,250,128,142,33,39,840,1799,1.0,,0.0,0.0,1.0,,,,0.7371340990066528,0.5276283025741577,0.946639895439148,,,,,1.7625727653503418,0.9822566509246826,0.9697015881538391,-0.19003715750058878,1.2381770014762878,,0.3704710144927536,not_run,,,A,accepted_for_evaluation,
BraTS-MET-00587-000,BraTS-MET-00587-000,BraTS-MET-00587-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,81,186,35,173,43,97,782460,23595,1.0,,0.0,0.0,1.0,,,,0.7023015022277832,0.5612249374389648,0.8433780670166016,,,,,1.8145101070404053,1.073547601699829,1.0374704599380493,0.06362902005012346,1.308509389559428,,0.10611229281213629,not_run,,,A,accepted_for_evaluation,
BraTS-MET-00588-001,BraTS-MET-00588-001,BraTS-MET-00588-001,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,60,169,41,146,29,81,595140,4809,1.0,,0.0,0.0,1.0,,,,0.8687976598739624,0.7917143106460571,0.9458810091018677,,,,,1.1851757764816284,1.23085355758667,0.996268630027771,-0.06621116880600232,1.1374326546986897,,0.8596158406450083,not_run,,,A,accepted_for_training,
BraTS-MET-00589-000,BraTS-MET-00589-000,BraTS-MET-00589-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,96,183,66,187,22,82,631620,22001,1.0,,0.0,0.0,1.0,,,,0.8757877945899963,0.8142232894897461,0.9373522996902466,,,,,1.5350786447525024,1.1385211944580078,1.0616365671157837,0.1237604910003768,1.2450788021087646,,0.21463929238010224,not_run,,,A,accepted_for_training,
BraTS-MET-00591-000,BraTS-MET-00591-000,BraTS-MET-00591-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,96,101,144,149,60,64,100,111,1.0,,0.0,0.0,1.0,,,,0.670265406370163,0.517241358757019,0.8232894539833069,,,,,1.6273518800735474,1.0651289224624634,0.9990501999855042,-0.09491687680702937,1.2305103341738384,,0.6863905325443787,not_run,,,A,accepted_for_training,
BraTS-MET-00591-001,BraTS-MET-00591-001,BraTS-MET-00591-001,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,63,101,65,155,22,76,184680,126,1.0,,0.0,0.0,1.0,,,,0.6465821862220764,0.5329192876815796,0.7602450847625732,,,,,1.4364746809005737,1.4003779888153076,0.9388977885246277,0.13776736224809677,1.2585834860801697,,0.9543568464730291,not_run,,,A,accepted_for_training,
